user_id,porcentaje_recomendacion,cantidad_gastada,cantidad_items
76561198048134668,100.0,1288.22,104.0
76561198048137488,100.0,,
76561198048139138,100.0,637.6,55.0
76561198048139650,100.0,1012.5,83.0
76561198048184625,100.0,339.78,58.0
76561198048191274,100.0,560.74,31.0
76561198048191382,71.42857142857143,2180.67,269.0
76561198048227297,83.33333333333334,3907.84,253.0
76561198048230501,100.0,2898.16,157.0
76561198048240622,100.0,1767.92,189.0
76561198048246554,50.0,1057.42,80.0
76561198048248287,100.0,2449.98,184.0
76561198048253002,100.0,1333.33,89.0
76561198048256508,100.0,,
76561198048259980,100.0,6018.44,499.0
76561198048261122,100.0,1102.33,86.0
76561198048292871,100.0,269.86,47.0
76561198048309884,100.0,,
76561198048311062,100.0,281.84,28.0
76561198048312212,100.0,657.56,56.0
76561198048315303,100.0,,
76561198048334813,100.0,3832.32,325.0
76561198048346071,100.0,817.5699999999999,79.0
76561198048348337,90.0,1504.86,187.0
76561198048350991,75.0,419.83,56.0
76561198048353577,100.0,676.41,95.0
76561198048357969,100.0,1005.3299999999999,85.0
76561198048358239,0.0,503.7,42.0
76561198048363750,100.0,2435.56,200.0
76561198048365774,0.0,411.63,58.0
76561198048370828,100.0,1832.97,154.0
76561198048373117,100.0,104.94,22.0
76561198048376894,0.0,881.56,70.0
76561198048416962,100.0,491.71999999999997,53.0
76561198048417105,100.0,217.9,12.0
76561198048422769,100.0,,
76561198048424818,100.0,32.97,6.0
76561198048432706,66.66666666666666,345.75,34.0
76561198048435361,100.0,1340.11,114.0
76561198048437384,50.0,3302.94,295.0
76561198048459138,100.0,997.18,83.0
76561198048491595,100.0,3106.13,247.0
76561198048492223,100.0,0.0,2.0
76561198048493133,100.0,,
76561198048495843,100.0,319.78999999999996,38.0
76561198048499169,66.66666666666666,431.67,53.0
76561198048503920,66.66666666666666,851.25,133.0
76561198048504173,100.0,149.91,19.0
76561198048506749,100.0,702.88,99.0
76561198048529546,100.0,264.84,27.0
76561198048578169,100.0,656.72,42.0
76561198048584625,100.0,678.56,54.0
76561198048588244,50.0,4540.98,328.0
76561198048590320,100.0,6006.33,481.0
76561198048591022,100.0,224.89999999999998,28.0
76561198048591384,100.0,159.88,39.0
76561198048599402,100.0,,
76561198048633975,66.66666666666666,1277.41,80.0
76561198048638445,100.0,824.61,55.0
76561198048650648,100.0,77.94,15.0
76561198048691489,100.0,1249.33,116.0
76561198048691905,100.0,639.17,85.0
76561198048693328,100.0,389.71,68.0
76561198048701431,100.0,2025.01,135.0
76561198048703180,0.0,623.68,67.0
76561198048709944,100.0,2692.26,111.0
76561198048712102,100.0,2352.7999999999997,183.0
76561198048713880,100.0,1134.33,120.0
76561198048746179,100.0,547.66,46.0
76561198048749210,100.0,372.81,53.0
76561198048754660,100.0,,
76561198048794398,100.0,49.97,25.0
76561198048808239,100.0,1225.3600000000001,104.0
76561198048809840,100.0,1279.3799999999999,90.0
76561198048813790,85.71428571428571,567.44,72.0
76561198048824676,100.0,2416.63,139.0
76561198048827467,75.0,,
76561198048884166,100.0,638.54,72.0
76561198048909927,100.0,,
76561198048911821,100.0,444.84,24.0
76561198048912103,100.0,49.980000000000004,42.0
76561198048922022,100.0,1896.22,184.0
76561198048922542,100.0,764.55,62.0
76561198048923072,100.0,463.75,44.0
76561198048927477,100.0,94.96,10.0
76561198048930835,100.0,801.49,81.0
76561198048939542,100.0,1268.24,94.0
76561198048944049,33.33333333333333,1627.11,141.0
76561198048945491,100.0,1547.27,136.0
76561198048989256,100.0,94.92,15.0
76561198048992856,83.33333333333334,,
76561198048996327,100.0,1827.77,207.0
76561198049012235,100.0,2781.34,235.0
76561198049028241,100.0,870.1,95.0
76561198049041002,100.0,1130.82,78.0
76561198049088443,100.0,362.71,45.0
76561198049093949,100.0,1752.61,168.0
76561198049104801,100.0,313.7,70.0
76561198049124217,100.0,1506.05,149.0
76561198049128211,100.0,149.89000000000001,32.0
76561198049128644,100.0,39.98,4.0
76561198049129193,100.0,1187.34,106.0
76561198049130969,50.0,,
76561198049136422,100.0,0.0,4.0
76561198049141588,100.0,1471.99,150.0
76561198049148992,100.0,,
76561198049192579,0.0,270.82,38.0
76561198049200793,100.0,766.51,60.0
76561198049209070,100.0,539.6899999999999,43.0
76561198049213233,100.0,,
76561198049230048,100.0,1057.3,130.0
76561198049234870,100.0,309.82,62.0
76561198049268247,100.0,953.4,89.0
76561198049270433,100.0,1047.5,72.0
76561198049272839,100.0,980.73,112.0
76561198049320489,100.0,796.55,102.0
76561198049320969,100.0,725.5,68.0
76561198049322372,100.0,639.26,93.0
76561198049323129,100.0,2032.8899999999999,151.0
76561198049333966,100.0,2572.45,216.0
76561198049338710,100.0,105.91,11.0
76561198049341924,100.0,181.89,17.0
76561198049343162,0.0,,
76561198049369458,100.0,650.65,79.0
76561198049373345,100.0,708.56,78.0
76561198049382758,100.0,,
76561198049392366,100.0,,
76561198049411627,100.0,732.72,55.0
76561198049415770,100.0,225.82999999999998,24.0
76561198049424642,50.0,160.83,22.0
76561198049427761,100.0,315.76,32.0
76561198049429171,0.0,59.970000000000006,16.0
76561198049432111,100.0,,
76561198049435011,100.0,1007.49,132.0
76561198049440934,100.0,2021.82,170.0
76561198049458838,100.0,,
76561198049499873,100.0,325.82,30.0
76561198049503316,100.0,,
76561198049506705,100.0,,
76561198049511816,100.0,714.48,98.0
76561198049521478,100.0,287.8,31.0
76561198049524520,100.0,414.7,57.0
76561198049556885,100.0,1238.4099999999999,100.0
76561198049562601,100.0,750.5799999999999,90.0
76561198049578952,100.0,1574.6,106.0
76561198049614185,77.77777777777779,1646.97,159.0
76561198049616002,100.0,2514.37,211.0
76561198049623068,50.0,775.64,67.0
76561198049623576,100.0,322.78,53.0
76561198049623994,100.0,372.81,35.0
76561198049642277,100.0,293.86,17.0
76561198049650989,100.0,4368.29,385.0
76561198049652401,100.0,3845.21,326.0
76561198049662892,50.0,828.91,110.0
76561198049665282,100.0,555.66,68.0
76561198049666047,100.0,375.6,47.0
76561198049669948,100.0,673.67,65.0
76561198049670992,100.0,498.66999999999996,51.0
76561198049676894,0.0,397.82,37.0
76561198049685127,50.0,533.59,75.0
76561198049698789,100.0,800.5,89.0
76561198049701451,100.0,,
76561198049706747,100.0,530.74,40.0
76561198049707644,100.0,474.71,62.0
76561198049707704,100.0,1399.98,149.0
76561198049709492,100.0,69.96,11.0
76561198049711406,100.0,1394.1,114.0
76561198049738821,100.0,349.88,33.0
76561198049750344,100.0,257.81,30.0
76561198049752064,100.0,4524.8,371.0
76561198049754654,100.0,1410.75,162.0
76561198049755802,50.0,1155.35,100.0
76561198049760472,100.0,651.62,81.0
76561198049772592,100.0,61.95,11.0
76561198049796309,100.0,1016.41,98.0
76561198049802579,100.0,,
76561198049805620,0.0,392.74,40.0
76561198049813970,100.0,2325.64,197.0
76561198049856227,100.0,632.57,57.0
76561198049861640,100.0,,
76561198049864872,100.0,79.95,22.0
76561198049868108,100.0,3475.35,307.0
76561198049901169,100.0,511.75,58.0
76561198049914517,100.0,934.24,72.0
76561198049916759,100.0,,
76561198049918506,100.0,,
76561198049920234,100.0,3669.47,274.0
76561198049927042,57.14285714285714,1576.72,130.0
76561198049927258,100.0,,
76561198049937609,85.71428571428571,4655.61,413.0
76561198049946995,100.0,2528.6,148.0
76561198049951543,100.0,1679.9,131.0
76561198049951905,100.0,534.67,38.0
76561198049953557,100.0,354.79,45.0
76561198049955631,100.0,1211.05,149.0
76561198049959027,100.0,1096.05,97.0
76561198049966344,100.0,305.78,30.0
76561198049966785,50.0,626.7099999999999,41.0
76561198049968398,100.0,,
76561198050012972,100.0,448.75,33.0
76561198050026278,100.0,154.9,19.0
76561198050043257,100.0,667.64,66.0
76561198050045403,100.0,593.69,56.0
76561198050050362,100.0,981.51,78.0
76561198050051190,100.0,980.39,101.0
76561198050064136,100.0,214.88,23.0
76561198050090979,0.0,1403.01,101.0
76561198050110674,100.0,799.5699999999999,59.0
76561198050116532,100.0,684.5600000000001,107.0
76561198050156029,100.0,169.95,8.0
76561198050158753,100.0,739.62,48.0
76561198050173375,100.0,1010.47,73.0
76561198050173946,100.0,734.65,58.0
76561198050174957,100.0,4802.76,344.0
76561198050175400,100.0,664.6,64.0
76561198050183548,100.0,414.79999999999995,26.0
76561198050183758,100.0,664.73,51.0
76561198050197186,100.0,399.83,30.0
76561198050231399,100.0,902.28,115.0
76561198050236419,75.0,489.76,50.0
76561198050236977,100.0,672.68,57.0
76561198050238243,100.0,130.88,38.0
76561198050242018,100.0,,
76561198050242155,100.0,157.89000000000001,15.0
76561198050243921,50.0,177.89999999999998,18.0
76561198050243948,100.0,803.51,63.0
76561198050251472,100.0,454.78,37.0
76561198050266990,100.0,174.89,22.0
76561198050271217,33.33333333333333,647.64,42.0
76561198050299860,100.0,,
76561198050300819,0.0,,
76561198050306523,100.0,572.64,48.0
76561198050315162,100.0,1232.24,106.0
76561198050320958,100.0,828.59,85.0
76561198050347115,100.0,1397.1499999999999,95.0
76561198050351207,100.0,79.95,24.0
76561198050354722,100.0,1153.18,120.0
76561198050357396,100.0,739.52,82.0
76561198050358552,100.0,109.93,9.0
76561198050365270,100.0,802.53,92.0
76561198050375231,100.0,64.93,31.0
76561198050396303,100.0,1308.19,127.0
76561198050401677,100.0,504.75,30.0
76561198050403073,100.0,99.94999999999999,19.0
76561198050407999,100.0,254.85,33.0
76561198050415040,100.0,2218.7599999999998,159.0
76561198050441049,0.0,224.82999999999998,25.0
76561198050452751,33.33333333333333,1249.29,101.0
76561198050459079,0.0,1395.17,119.0
76561198050462352,85.71428571428571,1454.0,98.0
76561198050462560,100.0,64.96,10.0
76561198050467482,100.0,114.91,20.0
76561198050494223,66.66666666666666,284.82,28.0
76561198050497367,100.0,1822.93,140.0
76561198050498885,100.0,323.8,46.0
76561198050506383,50.0,2389.06,215.0
76561198050509172,100.0,1843.06,136.0
76561198050511575,100.0,367.77,27.0
76561198050513580,100.0,1360.2,111.0
76561198050514366,66.66666666666666,,
76561198050540147,57.14285714285714,2818.85,266.0
76561198050543795,100.0,652.66,61.0
76561198050546597,100.0,634.75,36.0
76561198050553497,100.0,370.73,48.0
76561198050557967,100.0,723.48,74.0
76561198050558419,66.66666666666666,,
76561198050560606,0.0,3717.97,375.0
76561198050582418,100.0,585.95,80.0
76561198050590067,100.0,2081.71,165.0
76561198050611118,100.0,277.77,128.0
76561198050613457,100.0,328.78,72.0
76561198050614447,0.0,316.84,38.0
76561198050619485,100.0,508.74,55.0
76561198050620146,50.0,553.65,72.0
76561198050624870,100.0,3081.33,210.0
76561198050626210,100.0,374.76,38.0
76561198050667465,60.0,1627.47,131.0
76561198050680344,0.0,2766.42,125.0
76561198050680379,100.0,682.69,53.0
76561198050689528,0.0,1386.23,89.0
76561198050691628,100.0,680.53,56.0
76561198050693364,100.0,1568.17,108.0
76561198050721825,83.33333333333334,5528.11,453.0
76561198050724983,100.0,54.96,12.0
76561198050727619,100.0,785.52,61.0
76561198050728013,100.0,340.75,57.0
76561198050731371,100.0,1774.8,184.0
76561198050742630,100.0,369.83,31.0
76561198050757560,0.0,,
76561198050768603,0.0,463.71,37.0
76561198050768633,100.0,34.96,8.0
76561198050768793,100.0,522.75,41.0
76561198050768829,0.0,2134.7799999999997,160.0
76561198050771257,100.0,682.58,53.0
76561198050776206,0.0,1091.28,113.0
76561198050776986,100.0,1032.35,93.0
76561198050778010,100.0,544.7,46.0
76561198050780542,100.0,139.93,12.0
76561198050786131,100.0,644.49,94.0
76561198050800057,100.0,1238.1299999999999,117.0
76561198050812671,100.0,793.45,67.0
76561198050816127,0.0,1508.83,134.0
76561198050822800,100.0,2343.59,162.0
76561198050823592,100.0,272.86,18.0
76561198050854825,100.0,1060.3,115.0
76561198050861063,100.0,2290.63,187.0
76561198050864519,100.0,,
76561198050868578,100.0,1095.41,80.0
76561198050874222,100.0,340.74,68.0
76561198050918349,100.0,136.35,47.0
76561198050936392,100.0,1325.19,113.0
76561198050945208,100.0,,
76561198050946869,100.0,433.71,34.0
76561198050955540,100.0,669.56,59.0
76561198050962270,100.0,464.72,45.0
76561198051013415,100.0,1184.4099999999999,93.0
76561198051017916,100.0,3072.98,763.0
76561198051028248,100.0,1180.21,97.0
76561198051064887,100.0,298.78,60.0
76561198051065449,0.0,,
76561198051082631,100.0,630.59,68.0
76561198051084367,100.0,787.43,92.0
76561198051086356,100.0,925.4599999999999,71.0
76561198051092954,0.0,2252.54,173.0
76561198051096646,0.0,782.4499999999999,93.0
76561198051103556,100.0,797.41,85.0
76561198051139390,100.0,1411.18,106.0
76561198051143828,100.0,25.97,25.0
76561198051147812,100.0,19.97,18.0
76561198051148175,100.0,550.65,55.0
76561198051157544,100.0,1160.29,89.0
76561198051204223,100.0,179.82,35.0
76561198051215704,100.0,944.4799999999999,88.0
76561198051219614,100.0,825.59,56.0
76561198051241471,100.0,311.76,59.0
76561198051252095,100.0,1827.69,146.0
76561198051253857,100.0,3253.65,264.0
76561198051255089,100.0,1057.45,98.0
76561198051256285,100.0,1534.8799999999999,161.0
76561198051258119,100.0,408.79,73.0
76561198051264518,100.0,1298.01,104.0
76561198051272874,100.0,502.74,68.0
76561198051289283,100.0,608.64,78.0
76561198051306831,100.0,1338.19,108.0
76561198051313306,100.0,,
76561198051314722,100.0,962.56,65.0
76561198051317151,100.0,93.93,15.0
76561198051317854,100.0,567.67,48.0
76561198051318970,100.0,1222.27,101.0
76561198051319090,100.0,194.85,26.0
76561198051319354,100.0,1046.37,85.0
76561198051352493,100.0,851.32,79.0
76561198051362094,100.0,335.74,28.0
76561198051367425,100.0,580.6,78.0
76561198051372466,100.0,2036.32,203.0
76561198051376772,100.0,741.62,48.0
76561198051379013,100.0,3114.2599999999998,145.0
76561198051382516,100.0,154.89,22.0
76561198051428232,0.0,19.99,10.0
76561198051433352,66.66666666666666,911.4,83.0
76561198051447459,100.0,1039.77,105.0
76561198051454344,100.0,564.58,61.0
76561198051461196,100.0,,
76561198051505542,100.0,330.78999999999996,37.0
76561198051533745,100.0,,
76561198051567211,100.0,608.65,67.0
76561198051567275,50.0,,
76561198051582488,100.0,722.65,64.0
76561198051591331,100.0,37.97,15.0
76561198051608753,100.0,800.56,71.0
76561198051623381,100.0,1144.25,165.0
76561198051635647,100.0,845.65,60.0
76561198051644456,100.0,571.67,45.0
76561198051644506,100.0,,
76561198051644906,100.0,2589.86,216.0
76561198051645324,100.0,,
76561198051664244,100.0,767.56,114.0
76561198051667509,100.0,289.87,23.0
76561198051672637,100.0,104.94999999999999,18.0
76561198051696022,100.0,1285.3999999999999,140.0
76561198051717662,100.0,620.67,48.0
76561198051719220,100.0,583.52,78.0
76561198051748820,100.0,4636.63,561.0
76561198051758183,100.0,1207.31,121.0
76561198051759723,0.0,3100.34,202.0
76561198051760793,100.0,,
76561198051761603,100.0,79.95,9.0
76561198051767433,100.0,265.84999999999997,19.0
76561198051769570,100.0,445.79,30.0
76561198051772381,50.0,304.86,35.0
76561198051777058,100.0,,
76561198051809340,100.0,44.97,5.0
76561198051820003,100.0,957.29,105.0
76561198051821743,0.0,1377.22,98.0
76561198051831438,60.0,360.74,96.0
76561198051831938,100.0,160.91,13.0
76561198051832246,100.0,89.94,78.0
76561198051832446,66.66666666666666,1637.56,143.0
76561198051837130,100.0,1148.6399999999999,151.0
76561198051878549,0.0,2505.74,184.0
76561198051879114,100.0,228.82999999999998,31.0
76561198051887472,100.0,716.52,70.0
76561198051897386,100.0,1132.34,78.0
76561198051899879,100.0,521.77,40.0
76561198051906675,100.0,719.63,53.0
76561198051907052,100.0,468.72999999999996,62.0
76561198051909025,100.0,,
76561198051911068,100.0,29.98,8.0
76561198051961590,100.0,831.54,66.0
76561198051966070,100.0,,
76561198051967707,0.0,292.84000000000003,35.0
76561198051969075,100.0,1234.4199999999998,79.0
76561198051976668,100.0,,
76561198051976770,100.0,282.81,35.0
76561198051977640,100.0,948.31,97.0
76561198051978330,100.0,322.8,42.0
76561198052022995,100.0,329.82,29.0
76561198052032850,100.0,415.71,40.0
76561198052040052,100.0,921.5,73.0
76561198052054864,0.0,5016.4800000000005,932.0
76561198052055791,100.0,,
76561198052090943,100.0,464.63,68.0
76561198052095168,100.0,14.99,16.0
76561198052106915,100.0,538.73,52.0
76561198052112449,100.0,,
76561198052117413,100.0,685.7,47.0
76561198052118118,80.0,3565.82,256.0
76561198052123464,100.0,561.46,53.0
76561198052151911,100.0,364.69,82.0
76561198052164759,100.0,,
76561198052180481,0.0,,
76561198052191016,100.0,577.59,52.0
76561198052193514,100.0,1252.3,82.0
76561198052266063,50.0,1054.34,73.0
76561198052271143,100.0,537.73,40.0
76561198052271306,100.0,1160.31,89.0
76561198052272007,100.0,2338.67,205.0
76561198052282061,100.0,29.97,27.0
76561198052315177,100.0,1241.46,81.0
76561198052378807,83.33333333333334,914.43,84.0
76561198052390326,100.0,2759.42,234.0
76561198052392890,0.0,454.71999999999997,45.0
76561198052395455,100.0,249.88,17.0
76561198052396307,100.0,1668.84,130.0
76561198052397458,100.0,801.4,101.0
76561198052398041,100.0,519.66,78.0
76561198052399653,100.0,74.94,19.0
76561198052407696,100.0,,
76561198052407987,100.0,687.6999999999999,43.0
76561198052411042,100.0,440.71,39.0
76561198052412328,100.0,1319.31,113.0
76561198052418438,100.0,239.79,67.0
76561198052434126,100.0,444.8,36.0
76561198052461539,0.0,44.96,39.0
76561198052479552,100.0,374.85,27.0
76561198052485823,100.0,116.92,11.0
76561198052489047,100.0,152.89,19.0
76561198052497676,100.0,1045.3899999999999,85.0
76561198052511389,100.0,367.78,38.0
76561198052512374,100.0,789.65,50.0
76561198052513392,25.0,2776.2599999999998,227.0
76561198052516588,0.0,740.53,70.0
76561198052516862,50.0,,
76561198052543996,0.0,0.0,1.0
76561198052591219,100.0,,
76561198052598003,100.0,1767.08,120.0
76561198052612696,50.0,540.62,83.0
76561198052654719,100.0,952.38,94.0
76561198052661205,50.0,1363.99,128.0
76561198052666922,100.0,270.82,28.0
76561198052670796,100.0,,
76561198052676218,0.0,459.8,39.0
76561198052679242,100.0,515.63,70.0
76561198052700471,0.0,93.92,55.0
76561198052705581,100.0,3863.89,433.0
76561198052736500,100.0,273.88,27.0
76561198052744170,100.0,1072.21,123.0
76561198052776159,100.0,2754.45,225.0
76561198052780455,100.0,249.86,32.0
76561198052782830,100.0,9.99,6.0
76561198052785886,100.0,,
76561198052786944,100.0,588.59,78.0
76561198052789736,50.0,2170.45,192.0
76561198052794990,100.0,2151.77,172.0
76561198052804938,80.0,1263.4,83.0
76561198052805342,90.0,1658.11,176.0
76561198052823187,100.0,404.77,37.0
76561198052831153,100.0,1875.09,163.0
76561198052851877,100.0,1800.83,188.0
76561198052853176,0.0,653.65,45.0
76561198052903884,100.0,289.81,29.0
76561198052909583,100.0,1014.48,86.0
76561198052914690,100.0,494.73,78.0
76561198052928427,100.0,2167.35,177.0
76561198052937077,100.0,1332.02,96.0
76561198052955798,100.0,689.45,88.0
76561198052976331,100.0,9095.38,793.0
76561198052995497,100.0,,
76561198052998016,100.0,455.68,49.0
76561198052998609,100.0,2091.71,159.0
76561198052998873,80.0,1614.7,170.0
76561198053000561,100.0,658.59,52.0
76561198053000587,100.0,6179.84,383.0
76561198053006711,100.0,982.28,78.0
76561198053057695,100.0,493.64,64.0
76561198053060832,100.0,1100.81,87.0
76561198053071988,0.0,2596.39,174.0
76561198053081572,0.0,490.75,28.0
76561198053081936,50.0,1590.01,145.0
76561198053085687,100.0,180.87,36.0
76561198053111161,100.0,182.9,34.0
76561198053114643,100.0,,
76561198053138682,100.0,1021.41,130.0
76561198053140237,100.0,648.34,76.0
76561198053145578,0.0,1046.46,106.0
76561198053165009,100.0,938.47,73.0
76561198053170819,0.0,943.55,95.0
76561198053175659,100.0,1091.46,90.0
76561198053180471,100.0,612.62,79.0
76561198053182488,100.0,1226.94,117.0
76561198053183010,100.0,696.62,65.0
76561198053195906,100.0,,
76561198053230995,100.0,712.56,74.0
76561198053237207,0.0,898.48,99.0
76561198053240343,100.0,2319.71,157.0
76561198053248819,100.0,191.86,38.0
76561198053250719,100.0,737.66,59.0
76561198053255708,100.0,659.72,67.0
76561198053256954,100.0,1131.3899999999999,75.0
76561198053302202,100.0,1874.69,158.0
76561198053314010,100.0,1680.94,135.0
76561198053351607,100.0,674.65,49.0
76561198053355327,100.0,1068.3799999999999,106.0
76561198053356968,100.0,1990.79,166.0
76561198053371704,66.66666666666666,,
76561198053373904,100.0,495.77,49.0
76561198053383314,100.0,,
76561198053408417,100.0,867.4599999999999,74.0
76561198053411478,100.0,274.28,44.0
76561198053439793,100.0,,
76561198053443436,50.0,1602.09,164.0
76561198053451655,100.0,911.41,100.0
76561198053454865,100.0,580.75,32.0
76561198053458396,100.0,832.45,113.0
76561198053466527,100.0,2792.42,383.0
76561198053498583,100.0,44.97,18.0
76561198053509764,100.0,275.82,27.0
76561198053521602,100.0,86.94,18.0
76561198053524100,0.0,508.68,62.0
76561198053540558,100.0,,
76561198053582262,100.0,,
76561198053605335,100.0,1813.72,157.0
76561198053608159,100.0,,
76561198053617943,100.0,633.72,42.0
76561198053619760,100.0,1878.0,274.0
76561198053619980,100.0,,
76561198053649167,100.0,452.81,59.0
76561198053667228,100.0,0.0,20.0
76561198053668035,100.0,530.72,61.0
76561198053671421,0.0,779.58,88.0
76561198053674558,66.66666666666666,980.34,87.0
76561198053675394,100.0,,
76561198053676404,50.0,664.64,62.0
76561198053676746,100.0,309.77,53.0
76561198053677894,100.0,617.62,134.0
76561198053679384,100.0,1113.04,103.0
76561198053697018,100.0,266.74,47.0
76561198053709304,100.0,593.63,54.0
76561198053711199,100.0,1562.01,134.0
76561198053716599,50.0,,
76561198053721457,50.0,1962.57,196.0
76561198053730286,100.0,415.74,50.0
76561198053734175,100.0,924.52,83.0
76561198053741106,100.0,372.76,56.0
76561198053761623,66.66666666666666,,
76561198053766465,100.0,1296.42,73.0
76561198053771667,100.0,169.69000000000003,31.0
76561198053776689,100.0,2116.92,147.0
76561198053781096,100.0,285.8,57.0
76561198053783795,100.0,4359.22,302.0
76561198053791920,50.0,2271.72,197.0
76561198053793261,100.0,849.76,107.0
76561198053794620,100.0,819.3,84.0
76561198053795491,0.0,2991.52,195.0
76561198053796134,100.0,264.82,32.0
76561198053797376,100.0,4805.72,359.0
76561198053799686,100.0,1483.1,124.0
76561198053799839,50.0,610.6,59.0
76561198053804006,100.0,1901.79,160.0
76561198053804887,100.0,814.74,40.0
76561198053843099,100.0,,
76561198053852153,100.0,919.51,125.0
76561198053854121,100.0,646.64,65.0
76561198053856103,100.0,355.71,48.0
76561198053858353,100.0,14.99,5.0
76561198053860761,50.0,690.54,66.0
76561198053869543,100.0,1170.44,129.0
76561198053869992,100.0,359.75,35.0
76561198053887236,100.0,445.77,68.0
76561198053891302,100.0,991.46,64.0
76561198053897790,100.0,,
76561198053916134,0.0,,
76561198053916297,100.0,233.81,40.0
76561198053944542,100.0,1510.17,103.0
76561198053963927,100.0,1307.1499999999999,111.0
76561198053972331,100.0,533.7,46.0
76561198053980810,100.0,454.65999999999997,55.0
76561198054000628,100.0,,
76561198054019431,100.0,159.89999999999998,21.0
76561198054026701,100.0,2794.11,220.0
76561198054027097,100.0,1589.8799999999999,133.0
76561198054027518,100.0,165.88,39.0
76561198054034533,50.0,1802.69,150.0
76561198054037865,100.0,39.97,12.0
76561198054040292,100.0,315.75,90.0
76561198054069754,100.0,338.82,35.0
76561198054072662,66.66666666666666,,
76561198054085162,100.0,635.64,60.0
76561198054088781,100.0,317.79,23.0
76561198054114081,100.0,,
76561198054131489,100.0,4082.58,326.0
76561198054132619,100.0,620.63,41.0
76561198054143602,100.0,1191.42,70.0
76561198054147740,100.0,,
76561198054147922,100.0,291.77,34.0
76561198054150226,100.0,191.85,34.0
76561198054162412,70.0,1375.28,177.0
76561198054175167,100.0,797.55,73.0
76561198054183421,100.0,495.63,87.0
76561198054189637,100.0,,
76561198054189921,100.0,764.5,91.0
76561198054199777,100.0,826.29,84.0
76561198054200662,100.0,394.8,34.0
76561198054209522,100.0,350.79,28.0
76561198054210948,100.0,1829.5,222.0
76561198054211660,100.0,,
76561198054259245,100.0,440.19,51.0
76561198054263515,100.0,257.78999999999996,28.0
76561198054263529,100.0,2920.5,185.0
76561198054265152,100.0,917.45,111.0
76561198054272239,100.0,792.31,72.0
76561198054280666,100.0,1495.05,141.0
76561198054285764,100.0,491.71999999999997,73.0
76561198054291187,100.0,,
76561198054326721,66.66666666666666,638.51,137.0
76561198054332392,50.0,158.85,30.0
76561198054341004,100.0,1686.59,163.0
76561198054342097,100.0,179.89999999999998,31.0
76561198054350316,100.0,984.42,80.0
76561198054361648,100.0,1772.68,169.0
76561198054397103,100.0,902.52,80.0
76561198054416836,66.66666666666666,851.49,66.0
76561198054421576,0.0,2608.4,226.0
76561198054427227,100.0,419.63,68.0
76561198054445752,100.0,49.980000000000004,5.0
76561198054447419,100.0,1202.31,101.0
76561198054451849,100.0,,
76561198054452807,100.0,254.85999999999999,37.0
76561198054457614,100.0,1397.26,86.0
76561198054460624,50.0,437.73,42.0
76561198054462836,50.0,,
76561198054465623,83.33333333333334,697.5,230.0
76561198054473452,100.0,690.55,70.0
76561198054478468,100.0,589.49,123.0
76561198054504740,100.0,194.89,15.0
76561198054508148,100.0,2352.21,237.0
76561198054518293,100.0,654.61,79.0
76561198054531573,0.0,469.81,32.0
76561198054538030,100.0,433.74,35.0
76561198054540475,100.0,1085.37,106.0
76561198054544978,100.0,759.43,77.0
76561198054549164,100.0,577.65,36.0
76561198054552052,100.0,,
76561198054564148,100.0,439.56,35.0
76561198054566872,100.0,622.04,70.0
76561198054568398,100.0,1546.22,127.0
76561198054577621,100.0,443.26,53.0
76561198054581453,100.0,325.83,60.0
76561198054589097,100.0,915.5,68.0
76561198054600071,100.0,1062.49,76.0
76561198054605160,100.0,,
76561198054605639,100.0,692.5899999999999,57.0
76561198054605641,100.0,379.76,36.0
76561198054607863,100.0,,
76561198054613028,100.0,630.73,51.0
76561198054622453,100.0,834.46,77.0
76561198054625450,100.0,2500.33,202.0
76561198054627970,100.0,4014.42,333.0
76561198054628777,100.0,556.59,52.0
76561198054659839,100.0,886.53,53.0
76561198054662553,100.0,286.79,40.0
76561198054681718,100.0,763.54,98.0
76561198054686826,100.0,,
76561198054688203,100.0,796.99,80.0
76561198054691172,100.0,1120.32,84.0
76561198054693295,100.0,124.92,17.0
76561198054693746,100.0,1247.29,125.0
76561198054719518,100.0,663.59,59.0
76561198054721107,100.0,845.49,119.0
76561198054724829,100.0,357.78999999999996,51.0
76561198054733303,100.0,934.55,60.0
76561198054736653,100.0,362.81,48.0
76561198054743531,85.71428571428571,649.66,55.0
76561198054745824,100.0,389.78,44.0
76561198054746815,100.0,1876.98,144.0
76561198054748198,100.0,1287.22,93.0
76561198054748342,100.0,364.71,56.0
76561198054753156,100.0,2732.5499999999997,208.0
76561198054761819,100.0,846.59,78.0
76561198054767146,80.0,1690.75,154.0
76561198054772649,100.0,1408.31,118.0
76561198054786904,100.0,9.99,20.0
76561198054796819,100.0,5838.39,392.0
76561198054796945,100.0,1374.96,136.0
76561198054802892,100.0,749.42,78.0
76561198054804013,100.0,2081.61,170.0
76561198054811848,75.0,1458.23,111.0
76561198054828064,100.0,44.97,7.0
76561198054837119,100.0,1453.21,122.0
76561198054883833,100.0,891.4699999999999,75.0
76561198054895038,100.0,,
76561198054906611,100.0,,
76561198054912188,0.0,423.72999999999996,35.0
76561198054912482,100.0,467.78,35.0
76561198054914056,80.0,907.59,95.0
76561198054922473,80.0,44.95,39.0
76561198054924361,100.0,,
76561198054937869,100.0,896.47,74.0
76561198054970463,100.0,1538.06,147.0
76561198054973024,100.0,568.56,72.0
